UTC,Azimut,Altitud
2025-08-03T20:46:35.056651+00:00,176.35,25.94
2025-08-03T20:46:37.057726+00:00,176.45,26.27
2025-08-03T20:46:39.059463+00:00,176.55,26.61
2025-08-03T20:46:41.061001+00:00,176.65,26.95
2025-08-03T20:46:43.062651+00:00,176.76,27.30
2025-08-03T20:46:45.063910+00:00,176.86,27.65
2025-08-03T20:46:47.065025+00:00,176.97,28.01
2025-08-03T20:46:49.066826+00:00,177.09,28.37
2025-08-03T20:46:51.068379+00:00,177.20,28.74
2025-08-03T20:46:53.070109+00:00,177.32,29.11
2025-08-03T20:46:55.071765+00:00,177.44,29.49
2025-08-03T20:46:57.073258+00:00,177.56,29.87
2025-08-03T20:46:59.074902+00:00,177.69,30.26
2025-08-03T20:47:01.076390+00:00,177.82,30.65
2025-08-03T20:47:03.077762+00:00,177.95,31.04
2025-08-03T20:47:05.079314+00:00,178.09,31.45
2025-08-03T20:47:07.080803+00:00,178.23,31.85
2025-08-03T20:47:09.082611+00:00,178.37,32.27
2025-08-03T20:47:11.084160+00:00,178.52,32.68
2025-08-03T20:47:13.089136+00:00,178.67,33.11
2025-08-03T20:47:15.090441+00:00,178.82,33.54
2025-08-03T20:47:17.091590+00:00,178.98,33.98
2025-08-03T20:47:19.093250+00:00,179.15,34.42
2025-08-03T20:47:21.094708+00:00,179.31,34.87
2025-08-03T20:47:23.096163+00:00,179.49,35.32
2025-08-03T20:47:25.097742+00:00,179.66,35.78
2025-08-03T20:47:27.099281+00:00,179.85,36.25
2025-08-03T20:47:29.100933+00:00,180.03,36.73
2025-08-03T20:47:31.102620+00:00,180.23,37.21
2025-08-03T20:47:33.104316+00:00,180.43,37.70
2025-08-03T20:47:35.106069+00:00,180.63,38.19
2025-08-03T20:47:37.107841+00:00,180.84,38.69
2025-08-03T20:47:39.109389+00:00,181.06,39.20
2025-08-03T20:47:41.110942+00:00,181.28,39.72
2025-08-03T20:47:43.112476+00:00,181.52,40.24
2025-08-03T20:47:45.113661+00:00,181.76,40.77
2025-08-03T20:47:47.114824+00:00,182.00,41.31
2025-08-03T20:47:49.115947+00:00,182.26,41.86
2025-08-03T20:47:51.117078+00:00,182.53,42.41
2025-08-03T20:47:53.118235+00:00,182.80,42.97
2025-08-03T20:47:55.119807+00:00,183.08,43.54
2025-08-03T20:47:57.121295+00:00,183.38,44.12
2025-08-03T20:47:59.122762+00:00,183.68,44.71
2025-08-03T20:48:01.124222+00:00,184.00,45.30
2025-08-03T20:48:03.125704+00:00,184.33,45.90
2025-08-03T20:48:05.127298+00:00,184.67,46.51
2025-08-03T20:48:07.128781+00:00,185.03,47.13
2025-08-03T20:48:09.130083+00:00,185.40,47.75
2025-08-03T20:48:11.131256+00:00,185.78,48.39
2025-08-03T20:48:13.132424+00:00,186.18,49.03
2025-08-03T20:48:15.133700+00:00,186.60,49.68
2025-08-03T20:48:17.134893+00:00,187.04,50.33
2025-08-03T20:48:19.136574+00:00,187.49,51.00
2025-08-03T20:48:21.138105+00:00,187.97,51.67
2025-08-03T20:48:23.139806+00:00,188.47,52.35
2025-08-03T20:48:25.141730+00:00,188.99,53.04
2025-08-03T20:48:27.143376+00:00,189.54,53.73
2025-08-03T20:48:29.144793+00:00,190.11,54.43
2025-08-03T20:48:31.146285+00:00,190.72,55.14
2025-08-03T20:48:33.147750+00:00,191.35,55.85
2025-08-03T20:48:35.149299+00:00,192.02,56.57
2025-08-03T20:48:37.150744+00:00,192.72,57.30
2025-08-03T20:48:39.155415+00:00,193.46,58.03
2025-08-03T20:48:41.156593+00:00,194.25,58.77
2025-08-03T20:48:43.157722+00:00,195.08,59.50
2025-08-03T20:48:45.158912+00:00,195.95,60.25
2025-08-03T20:48:47.160035+00:00,196.88,60.99
2025-08-03T20:48:49.161299+00:00,197.87,61.74
2025-08-03T20:48:51.162762+00:00,198.92,62.48
2025-08-03T20:48:53.164240+00:00,200.03,63.23
2025-08-03T20:48:55.165801+00:00,201.22,63.98
2025-08-03T20:48:57.167513+00:00,202.48,64.72
2025-08-03T20:48:59.169358+00:00,203.83,65.46
2025-08-03T20:49:01.170543+00:00,205.27,66.19
2025-08-03T20:49:03.171776+00:00,206.82,66.91
2025-08-03T20:49:05.173542+00:00,208.47,67.62
2025-08-03T20:49:07.175318+00:00,210.24,68.33
2025-08-03T20:49:09.177073+00:00,212.13,69.01
2025-08-03T20:49:11.178615+00:00,214.17,69.68
2025-08-03T20:49:13.180377+00:00,216.35,70.33
2025-08-03T20:49:15.181668+00:00,218.68,70.95
2025-08-03T20:49:17.182837+00:00,221.18,71.55
2025-08-03T20:49:19.184137+00:00,223.85,72.11
2025-08-03T20:49:21.185851+00:00,226.69,72.64
2025-08-03T20:49:23.187442+00:00,229.72,73.12
2025-08-03T20:49:25.188942+00:00,232.93,73.56
2025-08-03T20:49:27.190434+00:00,236.31,73.95
2025-08-03T20:49:29.192021+00:00,239.85,74.29
2025-08-03T20:49:31.193365+00:00,243.54,74.56
2025-08-03T20:49:33.194514+00:00,247.35,74.78
2025-08-03T20:49:35.195744+00:00,251.26,74.92
2025-08-03T20:49:37.196907+00:00,255.23,75.00
2025-08-03T20:49:39.198114+00:00,259.22,75.01
2025-08-03T20:49:41.199726+00:00,263.20,74.95
2025-08-03T20:49:43.201294+00:00,267.12,74.82
2025-08-03T20:49:45.202601+00:00,270.96,74.62
2025-08-03T20:49:47.203790+00:00,274.68,74.36
2025-08-03T20:49:49.205340+00:00,278.26,74.04
2025-08-03T20:49:51.206854+00:00,281.68,73.66
2025-08-03T20:49:53.208366+00:00,284.93,73.23
2025-08-03T20:49:55.209995+00:00,288.00,72.76
2025-08-03T20:49:57.211138+00:00,290.89,72.24
2025-08-03T20:49:59.212390+00:00,293.60,71.68
2025-08-03T20:50:01.214127+00:00,296.14,71.10
2025-08-03T20:50:03.215683+00:00,298.51,70.48
2025-08-03T20:50:05.217246+00:00,300.73,69.84
2025-08-03T20:50:07.218742+00:00,302.79,69.17
2025-08-03T20:50:09.220301+00:00,304.72,68.49
2025-08-03T20:50:11.221459+00:00,306.52,67.79
2025-08-03T20:50:13.222639+00:00,308.20,67.08
2025-08-03T20:50:15.223950+00:00,309.76,66.36
2025-08-03T20:50:17.225620+00:00,311.23,65.63
2025-08-03T20:50:19.227349+00:00,312.60,64.90
2025-08-03T20:50:21.228862+00:00,313.89,64.16
2025-08-03T20:50:23.230511+00:00,315.09,63.41
2025-08-03T20:50:25.232230+00:00,316.22,62.67
2025-08-03T20:50:27.233830+00:00,317.29,61.92
2025-08-03T20:50:29.235400+00:00,318.29,61.17
2025-08-03T20:50:31.236907+00:00,319.23,60.43
2025-08-03T20:50:33.238453+00:00,320.12,59.69
2025-08-03T20:50:35.240028+00:00,320.96,58.95
2025-08-03T20:50:37.241528+00:00,321.75,58.21
2025-08-03T20:50:39.243119+00:00,322.50,57.48
2025-08-03T20:50:41.244364+00:00,323.22,56.75
2025-08-03T20:50:43.245670+00:00,323.89,56.03
2025-08-03T20:50:45.246891+00:00,324.54,55.32
2025-08-03T20:50:47.248387+00:00,325.15,54.61
2025-08-03T20:50:49.250681+00:00,325.73,53.91
2025-08-03T20:50:51.252219+00:00,326.28,53.21
2025-08-03T20:50:53.253620+00:00,326.81,52.52
2025-08-03T20:50:55.254960+00:00,327.32,51.84
2025-08-03T20:50:57.256663+00:00,327.80,51.17
2025-08-03T20:50:59.258285+00:00,328.26,50.50
2025-08-03T20:51:01.259904+00:00,328.70,49.84
2025-08-03T20:51:03.261385+00:00,329.13,49.19
2025-08-03T20:51:05.262902+00:00,329.53,48.55
2025-08-03T20:51:07.264424+00:00,329.92,47.92
2025-08-03T20:51:09.266092+00:00,330.30,47.29
2025-08-03T20:51:11.271895+00:00,330.66,46.67
2025-08-03T20:51:13.273303+00:00,331.00,46.06
2025-08-03T20:51:15.274617+00:00,331.34,45.46
2025-08-03T20:51:17.275776+00:00,331.66,44.86
2025-08-03T20:51:19.276928+00:00,331.97,44.27
2025-08-03T20:51:21.278034+00:00,332.27,43.70
2025-08-03T20:51:23.279693+00:00,332.55,43.12
2025-08-03T20:51:25.281249+00:00,332.83,42.56
2025-08-03T20:51:27.282794+00:00,333.10,42.01
2025-08-03T20:51:29.284323+00:00,333.36,41.46
2025-08-03T20:51:31.285764+00:00,333.61,40.92
2025-08-03T20:51:33.287043+00:00,333.85,40.39
2025-08-03T20:51:35.288221+00:00,334.09,39.86
2025-08-03T20:51:37.289866+00:00,334.32,39.34
2025-08-03T20:51:39.291538+00:00,334.54,38.83
2025-08-03T20:51:41.293066+00:00,334.75,38.33
2025-08-03T20:51:43.294362+00:00,334.96,37.83
2025-08-03T20:51:45.295619+00:00,335.16,37.34
2025-08-03T20:51:47.297018+00:00,335.36,36.86
2025-08-03T20:51:49.298239+00:00,335.55,36.39
2025-08-03T20:51:51.299379+00:00,335.73,35.92
2025-08-03T20:51:53.300998+00:00,335.91,35.45
2025-08-03T20:51:55.302581+00:00,336.09,35.00
2025-08-03T20:51:57.303967+00:00,336.26,34.55
2025-08-03T20:51:59.305210+00:00,336.42,34.10
2025-08-03T20:52:01.306402+00:00,336.58,33.67
2025-08-03T20:52:03.307929+00:00,336.74,33.23
2025-08-03T20:52:05.309451+00:00,336.89,32.81
2025-08-03T20:52:07.311284+00:00,337.04,32.39
2025-08-03T20:52:09.312881+00:00,337.19,31.97
2025-08-03T20:52:11.314355+00:00,337.33,31.57
2025-08-03T20:52:13.315498+00:00,337.47,31.16
2025-08-03T20:52:15.316643+00:00,337.60,30.77
2025-08-03T20:52:17.318551+00:00,337.74,30.37
2025-08-03T20:52:19.320128+00:00,337.86,29.99
2025-08-03T20:52:21.321701+00:00,337.99,29.60
2025-08-03T20:52:23.323385+00:00,338.11,29.23
2025-08-03T20:52:25.325217+00:00,338.23,28.85
2025-08-03T20:52:27.328553+00:00,338.35,28.49
2025-08-03T20:52:29.329770+00:00,338.47,28.12
2025-08-03T20:52:31.330918+00:00,338.58,27.77
2025-08-03T20:52:33.332631+00:00,338.69,27.41
2025-08-03T20:52:35.334186+00:00,338.80,27.06
2025-08-03T20:52:37.335881+00:00,338.90,26.72
2025-08-03T20:52:39.337388+00:00,339.01,26.38
2025-08-03T20:52:41.338875+00:00,339.11,26.04
2025-08-03T20:52:43.340022+00:00,339.21,25.71
2025-08-03T20:52:45.341165+00:00,339.31,25.38
2025-08-03T20:52:47.342627+00:00,339.40,25.06
2025-08-03T20:52:49.343800+00:00,339.50,24.74
2025-08-03T20:52:51.344932+00:00,339.59,24.42
2025-08-03T20:52:53.346455+00:00,339.68,24.11
2025-08-03T20:52:55.348030+00:00,339.77,23.80
2025-08-03T20:52:57.349526+00:00,339.85,23.50
2025-08-03T20:52:59.351095+00:00,339.94,23.19
2025-08-03T20:53:01.352653+00:00,340.02,22.90
2025-08-03T20:53:03.354128+00:00,340.10,22.60
2025-08-03T20:53:05.355683+00:00,340.18,22.31
2025-08-03T20:53:07.357237+00:00,340.26,22.02
2025-08-03T20:53:09.358510+00:00,340.34,21.74
2025-08-03T20:53:11.359691+00:00,340.42,21.46
2025-08-03T20:53:13.361469+00:00,340.49,21.18
2025-08-03T20:53:15.363037+00:00,340.57,20.90
2025-08-03T20:53:17.364569+00:00,340.64,20.63
2025-08-03T20:53:19.366143+00:00,340.71,20.36
2025-08-03T20:53:21.367628+00:00,340.78,20.09
2025-08-03T20:53:23.369540+00:00,340.85,19.83
2025-08-03T20:53:25.371098+00:00,340.92,19.57
2025-08-03T20:53:27.372775+00:00,340.99,19.31
2025-08-03T20:53:29.374009+00:00,341.05,19.06
2025-08-03T20:53:31.375321+00:00,341.12,18.80
2025-08-03T20:53:33.376952+00:00,341.18,18.55
2025-08-03T20:53:35.378508+00:00,341.24,18.30
2025-08-03T20:53:37.380029+00:00,341.30,18.06
2025-08-03T20:53:39.381561+00:00,341.37,17.82
2025-08-03T20:53:41.383234+00:00,341.43,17.58
2025-08-03T20:53:43.384517+00:00,341.48,17.34
2025-08-03T20:53:45.385755+00:00,341.54,17.10
2025-08-03T20:53:47.387209+00:00,341.60,16.87
2025-08-03T20:53:49.388756+00:00,341.66,16.64
2025-08-03T20:53:51.390295+00:00,341.71,16.41
2025-08-03T20:53:53.393888+00:00,341.77,16.18
2025-08-03T20:53:55.395426+00:00,341.82,15.96
2025-08-03T20:53:57.397266+00:00,341.88,15.73
2025-08-03T20:53:59.399067+00:00,341.93,15.51
2025-08-03T20:54:01.400903+00:00,341.98,15.29
2025-08-03T20:54:03.402652+00:00,342.03,15.08
2025-08-03T20:54:05.403977+00:00,342.08,14.86
2025-08-03T20:54:07.405169+00:00,342.13,14.65
2025-08-03T20:54:09.406372+00:00,342.18,14.44
2025-08-03T20:54:11.407571+00:00,342.23,14.23
2025-08-03T20:54:13.408711+00:00,342.28,14.02
2025-08-03T20:54:15.410379+00:00,342.33,13.81
2025-08-03T20:54:17.411955+00:00,342.38,13.61
2025-08-03T20:54:19.413601+00:00,342.42,13.41
2025-08-03T20:54:21.414752+00:00,342.47,13.21
2025-08-03T20:54:23.416022+00:00,342.51,13.01
2025-08-03T20:54:25.417772+00:00,342.56,12.81
2025-08-03T20:54:27.419451+00:00,342.60,12.62
2025-08-03T20:54:29.421008+00:00,342.65,12.42
2025-08-03T20:54:31.422593+00:00,342.69,12.23
2025-08-03T20:54:33.424095+00:00,342.73,12.04
2025-08-03T20:54:35.425835+00:00,342.77,11.85
2025-08-03T20:54:37.427393+00:00,342.82,11.66
2025-08-03T20:54:39.430052+00:00,342.86,11.47
2025-08-03T20:54:41.431501+00:00,342.90,11.29
2025-08-03T20:54:43.432803+00:00,342.94,11.11
2025-08-03T20:54:45.434525+00:00,342.98,10.92
2025-08-03T20:54:47.435999+00:00,343.02,10.74
2025-08-03T20:54:49.438047+00:00,343.06,10.56
2025-08-03T20:54:51.439653+00:00,343.09,10.38
2025-08-03T20:54:53.441429+00:00,343.13,10.21
2025-08-03T20:54:55.442624+00:00,343.17,10.03
2025-08-03T20:54:57.443782+00:00,343.21,9.86
2025-08-03T20:54:59.445386+00:00,343.24,9.68
2025-08-03T20:55:01.446854+00:00,343.28,9.51
2025-08-03T20:55:03.448331+00:00,343.32,9.34
2025-08-03T20:55:05.449844+00:00,343.35,9.17
2025-08-03T20:55:07.451372+00:00,343.39,9.00
2025-08-03T20:55:09.453644+00:00,343.42,8.84
2025-08-03T20:55:11.454799+00:00,343.46,8.67
2025-08-03T20:55:13.455939+00:00,343.49,8.50
2025-08-03T20:55:15.457093+00:00,343.53,8.34
2025-08-03T20:55:17.458212+00:00,343.56,8.18
2025-08-03T20:55:19.459498+00:00,343.59,8.02
2025-08-03T20:55:21.460981+00:00,343.63,7.85
2025-08-03T20:55:23.462437+00:00,343.66,7.69
2025-08-03T20:55:25.464113+00:00,343.69,7.54
2025-08-03T20:55:27.465620+00:00,343.73,7.38
2025-08-03T20:55:29.467208+00:00,343.76,7.22
2025-08-03T20:55:31.468714+00:00,343.79,7.07
2025-08-03T20:55:33.470281+00:00,343.82,6.91
2025-08-03T20:55:35.471819+00:00,343.85,6.76
2025-08-03T20:55:37.473492+00:00,343.88,6.60
2025-08-03T20:55:39.475018+00:00,343.91,6.45
2025-08-03T20:55:41.476534+00:00,343.94,6.30
2025-08-03T20:55:43.478037+00:00,343.97,6.15
2025-08-03T20:55:45.479319+00:00,344.00,6.00
2025-08-03T20:55:47.480459+00:00,344.03,5.85
2025-08-03T20:55:49.482095+00:00,344.06,5.70
2025-08-03T20:55:51.483609+00:00,344.09,5.56
2025-08-03T20:55:53.485080+00:00,344.12,5.41
2025-08-03T20:55:55.486540+00:00,344.15,5.27
2025-08-03T20:55:57.488021+00:00,344.18,5.12
2025-08-03T20:55:59.489490+00:00,344.21,4.98
2025-08-03T20:56:01.490976+00:00,344.23,4.84
2025-08-03T20:56:03.492511+00:00,344.26,4.69
2025-08-03T20:56:05.494348+00:00,344.29,4.55
2025-08-03T20:56:07.495885+00:00,344.32,4.41
2025-08-03T20:56:09.497372+00:00,344.34,4.27
2025-08-03T20:56:11.498876+00:00,344.37,4.13
2025-08-03T20:56:13.500374+00:00,344.40,3.99
2025-08-03T20:56:15.501637+00:00,344.42,3.86
2025-08-03T20:56:17.502781+00:00,344.45,3.72
2025-08-03T20:56:19.503942+00:00,344.47,3.58
2025-08-03T20:56:21.505442+00:00,344.50,3.45
2025-08-03T20:56:23.506967+00:00,344.53,3.31
2025-08-03T20:56:25.508739+00:00,344.55,3.18
2025-08-03T20:56:27.510207+00:00,344.58,3.05
2025-08-03T20:56:29.511728+00:00,344.60,2.91
2025-08-03T20:56:31.513197+00:00,344.63,2.78
2025-08-03T20:56:33.514764+00:00,344.65,2.65
2025-08-03T20:56:35.516328+00:00,344.68,2.52
2025-08-03T20:56:37.517966+00:00,344.70,2.39
2025-08-03T20:56:39.519533+00:00,344.72,2.26
2025-08-03T20:56:41.521118+00:00,344.75,2.13
2025-08-03T20:56:43.522640+00:00,344.77,2.00
2025-08-03T20:56:45.524333+00:00,344.80,1.87
2025-08-03T20:56:47.525962+00:00,344.82,1.74
2025-08-03T20:56:49.527578+00:00,344.84,1.62
2025-08-03T20:56:51.528845+00:00,344.87,1.49
2025-08-03T20:56:53.529965+00:00,344.89,1.37
2025-08-03T20:56:55.531151+00:00,344.91,1.24
2025-08-03T20:56:57.532667+00:00,344.94,1.12
2025-08-03T20:56:59.534576+00:00,344.96,0.99
2025-08-03T20:57:01.536196+00:00,344.98,0.87
2025-08-03T20:57:03.537957+00:00,345.00,0.75
2025-08-03T20:57:05.539652+00:00,345.03,0.62
2025-08-03T20:57:07.541155+00:00,345.05,0.50
2025-08-03T20:57:09.542905+00:00,345.07,0.38
2025-08-03T20:57:11.544356+00:00,345.09,0.26
2025-08-03T20:57:13.546071+00:00,345.11,0.14
2025-08-03T20:57:15.547620+00:00,345.14,0.02
